Text,Categories,Action Needed
গর্ভাবস্থার প্রথম দিকে ব্লিডিং হলে প্রাথমিক করণীয় সম্পর্কে সাধারণ তথ্য চাই।,Urgent,Seek medical care within 24–48 hours
অণ্ডকোষের থলি থেকে একটা অস্বস্তি যা পেটের ভেতর পর্যন্ত ছড়িয়ে যাচ্ছে।,Routine,Schedule a regular medical consultation
স্তনের নিচে ঘামাচির মতো ছোট ছোট দানা হয়েছে যা প্রচণ্ড চুলকায়।,Routine,Schedule a regular medical consultation
যোনিপথ দিয়ে হঠাৎ কোনো মাংসপিণ্ড বা জরায়ু বের হয়ে আসার মতো অনুভূতি হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
স্তন স্ক্রিনিং বা ম্যামোগ্রাম করার সঠিক বয়স এবং নিয়ম সম্পর্কে বিস্তারিত জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
অণ্ডকোষের একপাশ অন্য পাশের চেয়ে অনেক ছোট হয়ে যাচ্ছে মনে হয়।,Routine,Schedule a regular medical consultation
পুরুষাঙ্গের কোনো শিরার ভেতর দপদপানি অনুভব করি যা মাঝে মাঝে ব্যথা করে।,Routine,Schedule a regular medical consultation
স্তনের বোঁটা থেকে হলদে রঙের পুঁজ বের হচ্ছে যা টিপলে ব্যথা লাগে।,Urgent,Seek medical care within 24–48 hours
কোমরের নিচের দিকে প্রচণ্ড ব্যথার সাথে হঠাৎ প্রস্রাব-পায়খানার নিয়ন্ত্রণ হারিয়ে ফেলেছি।,Emergency,Immediately go to emergency department or call ambulance
মেরুদণ্ড সুস্থ রাখার জন্য শোয়ার সঠিক পজিশন এবং বসার নিয়মাবলী সম্পর্কে তথ্য জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
পিঠের মাঝখানে মাঝেমধ্যে একটা চিনচিনে ব্যথা হয় যা দীর্ঘক্ষণ বসে কাজ করলে বেড়ে যায়।,Routine,Schedule a regular medical consultation
পিঠের ওপর সরাসরি বড় কোনো আঘাত লেগেছে এবং এখন দুই পা একদম নাড়াতে পারছি না।,Emergency,Immediately go to emergency department or call ambulance
কোমর থেকে একটা তীব্র ব্যথা ইলেকট্রিক শকের মতো ডান পায়ের আঙুল পর্যন্ত নেমে যাচ্ছে।,Urgent,Seek medical care within 24–48 hours
পিঠের মেরুদণ্ডের হাড়ের ওপর একটা শক্ত পিণ্ড বা চাকা হয়েছে যা টিপলে খুব ব্যথা লাগে।,Urgent,Seek medical care within 24–48 hours
হঠাৎ করে পিঠের হাড় মট করে শব্দ হয়ে প্রচণ্ড ব্যথা শুরু হয়েছে আর রোগী নিস্তেজ হয়ে পড়ছে।,Emergency,Immediately go to emergency department or call ambulance
মেরুদণ্ডের নিচের দিকে জ্বালাপোড়া করে আর মনে হয় ভেতরটা সবসময় গরম হয়ে আছে।,Routine,Schedule a regular medical consultation
কোমরের একপাশে প্রচণ্ড কামড়ানো ব্যথা যা কিডনির ব্যথার মতো মনে হচ্ছে আর জ্বর আসছে।,Urgent,Seek medical care within 24–48 hours
পিঠের চামড়ায় অনেকগুলো ছোট লাল দানা উঠেছে যা খুব জ্বলে এবং পাজরের একপাশ দিয়ে ছড়িয়েছে।,Urgent,Seek medical care within 24–48 hours
গাড়ি দুর্ঘটনায় পিঠে আঘাত পাওয়ার পর থেকে শ্বাস নিতে খুব কষ্ট হচ্ছে আর শরীর নীল হয়ে যাচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
"কোমরের ঠিক মাঝখানে মেরুদণ্ডের হাড়টা একটু উঁচু হয়ে আছে মনে হয়, নড়াচড়া করলে শব্দ হয়।",Urgent,Seek medical care within 24–48 hours
পিঠের পেশিতে টান লাগলে প্রাথমিক চিকিৎসার সাধারণ ঘরোয়া উপায়গুলো জানতে আগ্রহী।,General Query,"No immediate action required, informational response sufficient"
কোমর থেকে পা পর্যন্ত অবশ হয়ে আসছে আর মনে হচ্ছে পায়ে কোনো শক্তি পাচ্ছি না।,Urgent,Seek medical care within 24–48 hours
পিঠের বাম পাশে পাঁজরের নিচে মাঝেমধ্যে একটা ভোঁতা ব্যথা হয় যা শুয়ে থাকলে কমে।,Routine,Schedule a regular medical consultation
মেরুদণ্ডের বাঁকা হওয়া বা স্কোলিওসিস রোগের সাধারণ লক্ষণ ও প্রতিকার সম্পর্কে তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
কোমরের হাড়ের ভেতর দপদপানি অনুভব করি যা রাতের বেলা অনেক বেড়ে যায়।,Urgent,Seek medical care within 24–48 hours
কোমর ব্যথার বেল্ট ব্যবহার করা কি নিয়মিত ঠিক? এই বিষয়ে সাধারণ পরামর্শ প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
মেরুদণ্ডের নিচের হাড় বা কক্সিক্স (Tailbone) এ বসলে খুব ব্যথা লাগে গত কয়েকদিন ধরে।,Routine,Schedule a regular medical consultation
"পিঠের মাঝখানে একটা জ্বালাপোড়া ভাব যা ঘাড় পর্যন্ত ছড়িয়ে যায়, বিশেষ করে দুশ্চিন্তা করলে।",Routine,Schedule a regular medical consultation
কোমর ব্যথার সাথে প্রস্রাবে খুব জ্বালাপোড়া আর দুর্গন্ধযুক্ত প্রস্রাব হচ্ছে গত দুইদিন।,Urgent,Seek medical care within 24–48 hours
অস্টিওপরোসিস বা হাড়ের ক্ষয় রোগ প্রতিরোধের উপায় এবং ডায়েট চার্ট সম্পর্কে তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
হঠাৎ করে পিঠ আর বুক একসাথে চেপে ধরার মতো ব্যথা হচ্ছে আর রোগী ঘামছে।,Emergency,Immediately go to emergency department or call ambulance
কোমরের পেছনে একটা নরম টিউমারের মতো হয়েছে যা চাপ দিলে ভেতরে ঢুকে যায়।,Routine,Schedule a regular medical consultation
মেরুদণ্ডের ব্যথার জন্য ফিজিওথেরাপি নেওয়ার সঠিক নিয়ম এবং সময় সম্পর্কে জানতে আগ্রহী।,General Query,"No immediate action required, informational response sufficient"
কোমরে চোট পাওয়ার পর থেকে পায়ের পাতা বা আঙুলগুলো আর ওপরের দিকে তুলতে পারছি না।,Urgent,Seek medical care within 24–48 hours
পিঠের চামড়া মাঝেমধ্যে খুব চুলকায় আর সাদা হয়ে চামড়া উঠতে থাকে।,Routine,Schedule a regular medical consultation
ভারী কাজ করার পর কোমরে প্রচণ্ড টান লেগেছে আর এখন নড়াচড়া করলেই মেরুদণ্ডে শব্দ হয়।,Urgent,Seek medical care within 24–48 hours
ভিটামিন ডি এবং হাড়ের স্বাস্থ্যের সম্পর্ক নিয়ে সাধারণ কিছু তথ্য জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
পিঠের মাঝখানে অনেকদিন ধরে একটা ব্যথা যা বিকেলের দিকে জ্বর আসার সাথে বাড়ে।,Urgent,Seek medical care within 24–48 hours
হঠাৎ পিঠের পেশিগুলো জমে শক্ত হয়ে গেছে আর মানুষটা শ্বাস নিতে পারছে না।,Emergency,Immediately go to emergency department or call ambulance
কোমরের হাড়ের জয়েন্টে মাঝেমধ্যে খটখট শব্দ হয় কিন্তু কোনো ব্যথা নেই।,Routine,Schedule a regular medical consultation
মেরুদণ্ডের যক্ষ্মা বা পটস ডিজিজ (Pott's disease) এর লক্ষণ সম্পর্কে সচেতনতা প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
পিঠের পাঁজরের হাড়ের নিচে কামড়ে ধরার মতো ব্যথা যা নিশ্বাস নিলে তীব্র হয়।,Urgent,Seek medical care within 24–48 hours
কোমরের পাশে একটা বড় ফোঁড়া হয়েছে যা লাল হয়ে ফুলে আছে আর খুব জ্বর এসেছে।,Urgent,Seek medical care within 24–48 hours
দীর্ঘদিন ধরে কুঁজো হয়ে হাঁটার কারণে কি মেরুদণ্ড স্থায়ীভাবে বেঁকে যেতে পারে? তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
পিঠের মাঝখানে কোনো কেমিক্যাল পড়ে চামড়া পুড়ে গেছে আর প্রচণ্ড জ্বালা করছে।,Emergency,Immediately go to emergency department or call ambulance
কোমরের হাড় সরে গিয়ে স্নায়ুতে চাপ লাগলে কী কী সমস্যা হয় তার সাধারণ বিবরণ চাই।,General Query,"No immediate action required, informational response sufficient"
মেরুদণ্ডের ওপর হাত দিলে মনে হয় হাড়গুলো একটা আরেকটার সাথে ঘষা খাচ্ছে।,Urgent,Seek medical care within 24–48 hours
হঠাৎ করে পিঠ অবশ হয়ে গিয়ে রোগী মেঝেতে পড়ে গেছে আর কথা বলতে পারছে না।,Emergency,Immediately go to emergency department or call ambulance
কোমরের পেছনে নাভির বরাবর একটা টান অনুভূত হয় যা শুধু ঝুলে থাকলে কমে।,Routine,Schedule a regular medical consultation
মেরুদণ্ডে ইনজেকশন বা এপিডুরাল দেওয়ার ঝুঁকি ও সুবিধা সম্পর্কে সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
হাতের নখ সুস্থ রাখার উপায় এবং নখকুনি বা ফাঙ্গাস ইনফেকশন প্রতিরোধের সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
"হাতের তালু সারাক্ষণ ঘামে আর মাঝেমধ্যে খুব চুলকায়, এটি কোনো রোগের লক্ষণ কি না জানতে চাই।",Routine,Schedule a regular medical consultation
কনুইতে প্রচণ্ড আঘাত পাওয়ার পর থেকে আঙুলগুলো একদম অবশ হয়ে গেছে আর নাড়াতে পারছি না।,Emergency,Immediately go to emergency department or call ambulance
কাঁধের মাংসপেশিতে টানের জন্য কি গরম সেঁক দেওয়া ভালো? সাধারণ পরামর্শ প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
আঙুলের মাথায় ছোট একটা ক্ষত হয়ে জায়গাটা কালো হয়ে গেছে আর প্রচণ্ড পচা গন্ধ আসছে।,Urgent,Seek medical care within 24–48 hours
কবজি বা হাতের তালু দিয়ে প্রচুর রক্তপাত হচ্ছে যা চেপে ধরেও থামানো যাচ্ছে না।,Emergency,Immediately go to emergency department or call ambulance
ফ্রোজেন শোল্ডার বা কাঁধ জমে যাওয়ার লক্ষণ এবং এর সাধারণ ব্যায়ামগুলো সম্পর্কে জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
কনুইয়ের হাড়ের জয়েন্টে মাঝেমধ্যে খটখট শব্দ হয় আর ভারী কিছু তুললে চিনচিন করে ব্যথা লাগে।,Routine,Schedule a regular medical consultation
হাতের বাহুর চামড়ায় অনেকগুলো লাল ছোপ উঠেছে যা প্রচণ্ড জ্বলে আর চুলকায়।,Urgent,Seek medical care within 24–48 hours
কার্পাল টানেল সিনড্রোম এবং এর আধুনিক চিকিৎসা পদ্ধতি সম্পর্কে সাধারণ তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
হঠাৎ করে বাম কাঁধ আর বাহু চেপে ধরার মতো প্রচণ্ড ব্যথা হচ্ছে যা চোয়ালের দিকে যাচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
আঙুলের গিঁটগুলো সকালে ঘুম থেকে উঠলে শক্ত হয়ে থাকে আর নাড়াতে গেলে খুব ব্যথা লাগে।,Urgent,Seek medical care within 24–48 hours
হাতের তালুর চামড়া উঠে যাচ্ছে আর জায়গাটা খুব খসখসে হয়ে লাল হয়ে আছে।,Routine,Schedule a regular medical consultation
টেনিস এলবো বা কনুইয়ের ব্যথার জন্য কি কোনো বিশেষ ব্যান্ডেজ বা ব্রেস ব্যবহার করা দরকার?,General Query,"No immediate action required, informational response sufficient"
হাতের আঙুল কোনো যন্ত্রে ঢুকে কেটে আলাদা হয়ে গেছে আর প্রচুর রক্তক্ষরণ হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
বাহুর ভেতরের দিকে একটা চর্বির চাকার মতো অনুভূত হয় যা টিপলে নড়ে কিন্তু ব্যথা নেই।,Routine,Schedule a regular medical consultation
আঙুল মটকানোর অভ্যাস কি হাড়ের জন্য ক্ষতিকর? এই বিষয়ে সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
কাঁধের জয়েন্টে সুঁই ফোটানোর মতো ব্যথা যা ঘাড়ের পেছনের দিকে ছড়িয়ে যাচ্ছে।,Routine,Schedule a regular medical consultation
হঠাৎ কোনো বিষাক্ত পোকা হাতে কামড়ানোর পর সারা হাত ফুলে নীল হয়ে গেছে।,Emergency,Immediately go to emergency department or call ambulance
হাতের কবজি মচকে গেলে ঘরোয়াভাবে প্রাথমিক চিকিৎসা করার সঠিক নিয়ম জানতে আগ্রহী।,General Query,"No immediate action required, informational response sufficient"
আঙুলের হাড় সরে গেছে মনে হচ্ছে আর আঙুলটা অদ্ভুতভাবে বাঁকা হয়ে আছে।,Urgent,Seek medical care within 24–48 hours
হাতের তালু সবসময় গরম হয়ে থাকে আর মাঝেমধ্যে বিদ্যুতের ঝটকার মতো অনুভূতি হয়।,Routine,Schedule a regular medical consultation
বাহুর পেশিতে দপদপানি অনুভব করি যা ভারী কাজ করার পর অনেক বেড়ে যায়।,Routine,Schedule a regular medical consultation
"আঙুলের নখগুলো চামচ বা বাটির মতো গর্ত হয়ে যাচ্ছে, এটি কেন হয় তা জানতে চাই।",Routine,Schedule a regular medical consultation
হাতের তালুতে কোনো কেমিক্যাল পড়ার পর চামড়া পুড়ে সাদা হয়ে গেছে আর প্রচণ্ড জ্বালা করছে।,Emergency,Immediately go to emergency department or call ambulance
ইউরিক অ্যাসিড বাড়লে কি হাতের আঙুলের জয়েন্ট ফুলে যায়? সাধারণ তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
কনুইয়ের চামড়ায় কালো খসখসে দাগ হয়েছে যা খুব চুলকায় আর মাঝেমধ্যে ফেটে রক্ত বের হয়।,Urgent,Seek medical care within 24–48 hours
কবজিতে একটা শিরার মতো ফুলে আছে যা পালস বা স্পন্দনের সাথে দপদপ করে।,Routine,Schedule a regular medical consultation
হঠাৎ করে দুই হাত একদম অবশ হয়ে গেছে আর কথা বলতে তোতলামি হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
আঙুলের ডগাগুলো হঠাৎ করে সাদা বা নীল হয়ে যাচ্ছে যখন খুব ঠান্ডা পানিতে হাত দেই।,Urgent,Seek medical care within 24–48 hours
হাতের কবজিতে সরাসরি প্রচণ্ড আঘাতের পর কবজিটা অদ্ভুতভাবে ঝুলে পড়েছে।,Emergency,Immediately go to emergency department or call ambulance
নখ কাটার সময় নখকুনি হলে কি এন্টিসেপটিক ব্যবহার করা নিরাপদ? সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
হাতের তালু দিয়ে মাঝেমধ্যে গরম ভাপ বের হওয়ার মতো অনুভূতি হয় যা খুব অস্বস্তিকর।,Routine,Schedule a regular medical consultation
কনুইয়ের পেছনের হাড়টা খুব বেশি উঁচু হয়ে আছে আর হাত সোজা করতে গেলে টান লাগে।,Urgent,Seek medical care within 24–48 hours
পেশি তৈরির জন্য হাতে স্টেরয়েড ইনজেকশন নেওয়ার ঝুঁকি সম্পর্কে সাধারণ তথ্য জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
কাঁধের ওপর একটা কালো তিল যা ইদানীং খুব দ্রুত বড় হচ্ছে আর চুলকাচ্ছে।,Urgent,Seek medical care within 24–48 hours
হাতের তালুতে ছোট ছোট পানিপূর্ণ ফুসকুড়ি যা ফাটলে খুব জ্বালাপোড়া করে।,Routine,Schedule a regular medical consultation
"আঙুলের নখ থেকে রক্ত বের হচ্ছে কিন্তু কোনো আঘাত লাগেনি, এটি কিসের লক্ষণ?",Urgent,Seek medical care within 24–48 hours
হাতের হাড় ভেঙে গেলে প্লাস্টার করার পরবর্তী নিয়মকানুন সম্পর্কে সাধারণ তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
হাতের কবজিতে হঠাৎ প্রচণ্ড বৈদ্যুতিক শকের মতো ব্যথা যা আঙুলের ডগা পর্যন্ত ঝিলিক দিচ্ছে।,Urgent,Seek medical care within 24–48 hours
কাঁধের জয়েন্ট থেকে হাড় পুরোপুরি বেরিয়ে এসেছে আর চামড়ার নিচে হাড়ের মাথা উঁচু হয়ে আছে।,Emergency,Immediately go to emergency department or call ambulance
হাতের নখের কোণ দিয়ে মাংস বেড়ে যাচ্ছে আর সেখানে প্রচণ্ড পুঁজ হয়ে দপদপ করছে।,Urgent,Seek medical care within 24–48 hours
ভারী ব্যাগ বহন করার পর থেকে বাহুর পেশিতে সারাক্ষণ একটা কামড়ানো ব্যথা লেগেই থাকে।,Routine,Schedule a regular medical consultation
"হাতের তালু একদম সাদা হয়ে গেছে আর কোনো পালস বা স্পন্দন পাওয়া যাচ্ছে না, হাত খুব ঠান্ডা।",Emergency,Immediately go to emergency department or call ambulance
আঙুলের মাথায় ছোট ছোট কালো দাগ দেখা যাচ্ছে যা মনে হচ্ছে চামড়ার নিচ থেকে আসছে।,Urgent,Seek medical care within 24–48 hours
হাতের বাহুতে কামড়ে ধরার মতো ব্যথা যা বুকের বাম পাশ থেকে শুরু হয়ে হাতের দিকে নামছে।,Emergency,Immediately go to emergency department or call ambulance
কাঁধের ওপর হাত দিলে মনে হয় ভেতরের হাড়গুলো বালুর মতো ঘষা খাচ্ছে আর শব্দ হচ্ছে।,Urgent,Seek medical care within 24–48 hours
হাতের আঙুলগুলো হঠাৎ করে ফুলে কলাগাছের মতো মোটা হয়ে গেছে আর খুব চুলকাচ্ছে।,Urgent,Seek medical care within 24–48 hours
ডায়াবেটিস রোগীদের হাতের তালুতে জ্বালাপোড়া কমানোর সাধারণ উপায়গুলো সম্পর্কে জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
কনুইয়ের ওপর বড় কোনো ওজন পড়ার পর হাত একদম বেঁকে গেছে আর প্রচুর রক্ত বের হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
হাতের কবজিতে একটা রগ ফুলে দড়ির মতো শক্ত হয়ে আছে যা নাড়াচড়া করলে খুব টানে।,Routine,Schedule a regular medical consultation
আঙুলের নখগুলো খুব সহজেই ভেঙে যাচ্ছে আর নখের ওপর সাদা সাদা দাগ দেখা যাচ্ছে।,Routine,Schedule a regular medical consultation
আঙুলের গিঁটে গিঁটে ছোট ছোট গুটি হয়েছে যা শীতকাল আসলে অনেক বেশি ব্যথা করে।,Routine,Schedule a regular medical consultation
হাতের তালুতে কোনো বিষাক্ত রাসায়নিক পড়ে ফোসকা পড়ে গেছে আর চামড়া উঠে যাচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
কনুই সোজা করতে গেলে মনে হয় ভেতরের রগগুলো ছিঁড়ে যাচ্ছে এমন তীব্র টান লাগে।,Urgent,Seek medical care within 24–48 hours
বাহুর মাঝখানে একটা লাল দাগ যা গোল হয়ে বড় হচ্ছে আর মাঝখানটা ফ্যাকাশে দেখাচ্ছে।,Routine,Schedule a regular medical consultation
হাতে প্লাস্টার করার পর আঙুলগুলো নীল হয়ে গেছে আর প্রচণ্ড ব্যথায় চিৎকার করছি।,Emergency,Immediately go to emergency department or call ambulance
কাঁধের জয়েন্টে স্টেরয়েড ইনজেকশন দেওয়ার উপকারিতা এবং পার্শ্বপ্রতিক্রিয়া সম্পর্কে জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
হাতের কবজিতে গ্যাংলিয়ন সিস্ট বা পানির টিউমার হলে অপারেশন ছাড়া কি নিরাময় সম্ভব?,General Query,"No immediate action required, informational response sufficient"
"আঙুলের ডগা দিয়ে মাঝেমধ্যে রক্ত বের হয় কিন্তু কোনো আঘাতের চিহ্ন নেই, এটি কেন হয়?",Urgent,Seek medical care within 24–48 hours
"হাতের তালুতে সবসময় একটা তেলতেলে ভাব থাকে আর দুর্গন্ধ হয়, এটি কমানোর উপায় চাই।",General Query,"No immediate action required, informational response sufficient"
কাঁধের ওপর সরাসরি বড় কোনো গাছ বা খুঁটি পড়ে হাড় গুঁড়ো হয়ে গেছে আর প্রচুর রক্তপাত।,Emergency,Immediately go to emergency department or call ambulance
"কবজির পাশে একটা হাড় একটু বেশি উঁচু হয়ে আছে যা জন্ম থেকেই এমন, এটি কি ক্ষতিকর?",General Query,"No immediate action required, informational response sufficient"
আঙুলের নখগুলো পচে গর্ত হয়ে গেছে আর নখের চারপাশ দিয়ে হলুদ রঙের পুঁজ বের হচ্ছে।,Urgent,Seek medical care within 24–48 hours
হাতের বাহুতে কোনো পোকা কামড়ানোর পর জায়গাটা আগুনের মতো জ্বলছে আর শ্বাসকষ্ট হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
কনুইয়ের পেছনের চামড়া খুব মোটা হয়ে কালো হয়ে গেছে আর মাছের আঁশের মতো চামড়া উঠছে।,Routine,Schedule a regular medical consultation
হাতের কবজিতে ব্যথার জন্য কি ল্যাপটপ বা কিবোর্ড ব্যবহারের পজিশন পরিবর্তন করা জরুরি?,General Query,"No immediate action required, informational response sufficient"
হঠাৎ করে হাত পা কাঁপতে শুরু করেছে আর হাতের তালু একদম বরফের মতো ঠান্ডা।,Emergency,Immediately go to emergency department or call ambulance
কনুই মচকে যাওয়ার পর ব্যান্ডেজ কতদিন বেঁধে রাখা উচিত সে বিষয়ে তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
"হাতে ছুরি লেগে রগ কেটে গেছে আর রক্ত থামানো যাচ্ছে না, হাত নাড়ানো যাচ্ছে না।",Emergency,Immediately go to emergency department or call ambulance
আঙুলের নখ হঠাৎ করেই মাঝখান থেকে ফেটে দুই ভাগ হয়ে গেছে আর খুব ব্যথা করছে।,Urgent,Seek medical care within 24–48 hours
"কবজিতে ব্যথার কারণে রাতে ঘুমাতে পারছি না, হাতটা ঝুলালে ব্যথা একটু কমে।",Urgent,Seek medical care within 24–48 hours
কাঁধের হাড়ের ক্যান্সারের প্রাথমিক উপসর্গগুলো কী কী হতে পারে তার সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
বাহুর হাড়ের ওপর কোনো বড় পিণ্ড যা ইদানীং খুব শক্ত হয়ে গেছে আর শরীরের ওজন কমছে।,Urgent,Seek medical care within 24–48 hours
কনুইয়ের ব্যথার জন্য কি কোনো মলম বা ঘরোয়া তেল মালিশ করা নিরাপদ? তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
পায়ের নখ সুস্থ রাখার উপায় এবং নখকুনি বা ফাঙ্গাস ইনফেকশন প্রতিরোধের সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
হাঁটুর নিচে পায়ের মাংসে প্রচণ্ড টান লেগেছে আর জায়গাটা নীল হয়ে ফুলে শক্ত হয়ে গেছে।,Urgent,Seek medical care within 24–48 hours
হাঁটু ব্যথা বা লিগামেন্টে চোট পেলে ঘরোয়াভাবে বরফ নাকি গরম পানির সেঁক দেব? সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
গোড়ালিতে একটা ছোট শক্ত পিণ্ড হয়েছে যা হাঁটলে ব্যথা লাগে কিন্তু বসে থাকলে ঠিক থাকে।,Routine,Schedule a regular medical consultation
পায়ের নখের নিচে পুঁজ জমে অনেক ফুলে আছে আর টনটনানি ব্যথায় পা মাটিতে ফেলতে পারছি না।,Urgent,Seek medical care within 24–48 hours
হঠাৎ করে বাম পায়ের উরু আর বাছুর মাংস প্রচণ্ড ফুলে লাল হয়ে গেছে আর খুব গরম লাগছে।,Emergency,Immediately go to emergency department or call ambulance
হাঁটুর বাটি বা প্যাটেল স্থানচ্যুত হলে প্রাথমিক চিকিৎসার সাধারণ নিয়মাবলী জানতে আগ্রহী।,General Query,"No immediate action required, informational response sufficient"
"পায়ের পাতা একদম সাদা হয়ে গেছে আর কোনো পালস বা স্পন্দন পাওয়া যাচ্ছে না, পা খুব ঠান্ডা।",Emergency,Immediately go to emergency department or call ambulance
ভ্যারিকোজ ভেইন বা পায়ের নীল শিরা ফুলে যাওয়া প্রতিকারের আধুনিক চিকিৎসা পদ্ধতি সম্পর্কে তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
পায়ের পাতায় কোনো বিষাক্ত পোকা কামড়ানোর পর সারা পা ফুলে নীল হয়ে গেছে আর বুক ধড়ফড় করছে।,Emergency,Immediately go to emergency department or call ambulance
পায়ের আঙুলের গিঁটগুলো সকালে ঘুম থেকে উঠলে শক্ত হয়ে থাকে আর পা ফেলতে খুব কষ্ট হয়।,Urgent,Seek medical care within 24–48 hours
পায়ের কোনো আঙুল যন্ত্রে ঢুকে কেটে আলাদা হয়ে গেছে আর প্রচুর রক্তক্ষরণ হচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
উরুর মাংসে একটা চর্বির চাকার মতো অনুভূত হয় যা টিপলে নড়ে কিন্তু কোনো ব্যথা নেই।,Routine,Schedule a regular medical consultation
পায়ের পাতার নিচে একটা শক্ত তিল বা ঘা হয়েছে যা দিন দিন গর্ত হয়ে যাচ্ছে (ডায়াবেটিক ফুট)।,Urgent,Seek medical care within 24–48 hours
"হাঁটু থেকে পায়ের পাতা পর্যন্ত পা একদম অবশ হয়ে ঝুলে আছে, মনে হচ্ছে কোনো শক্তি নেই।",Urgent,Seek medical care within 24–48 hours
উরুর সন্ধিস্থলে (কুঁচকি) একটা ফোলা যা কাশি দিলে বড় হয় আর শুয়ে থাকলে কমে যায়।,Urgent,Seek medical care within 24–48 hours
হঠাৎ কোনো ধারালো লোহা পায়ে ঢুকে গেছে আর জায়গাটা নীল হয়ে ফুলে গেছে।,Emergency,Immediately go to emergency department or call ambulance
পায়ের নখ কাটার সময় নখকুনি হলে কি এন্টিসেপটিক ব্যবহার করা নিরাপদ? সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
পায়ের আঙুলের নখগুলো খুব সহজেই ভেঙে যাচ্ছে আর নখের ওপর কালো কালো দাগ দেখা যাচ্ছে।,Routine,Schedule a regular medical consultation
হাঁটুর ব্যথার জন্য কি কোনো বিশেষ জুতো বা ইনসোল ব্যবহার করা দরকার? সাধারণ পরামর্শ চাই।,General Query,"No immediate action required, informational response sufficient"
পায়ের তালু সবসময় খুব গরম হয়ে থাকে আর মাঝেমধ্যে বিদ্যুতের ঝটকার মতো অনুভূতি হয়।,Routine,Schedule a regular medical consultation
উরুর পেশিতে সারাক্ষণ দপদপানি অনুভব করি যা দীর্ঘক্ষণ দাঁড়িয়ে থাকলে অনেক বেড়ে যায়।,Routine,Schedule a regular medical consultation
পায়ের আঙুলে ছোট ছোট পানিপূর্ণ ফুসকুড়ি যা ফাটলে খুব জ্বালাপোড়া করে আর রস বের হয়।,Routine,Schedule a regular medical consultation
হঠাৎ করে দুই পা একদম অবশ হয়ে গেছে আর প্রস্রাব-পায়খানার নিয়ন্ত্রণ হারিয়ে ফেলেছি।,Emergency,Immediately go to emergency department or call ambulance
ইউরিক অ্যাসিড বাড়লে কি পায়ের বুড়ো আঙুলের জয়েন্ট ফুলে যায়? সাধারণ তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
পায়ের পাতার হাড়ের ওপর হাত দিলে মনে হয় হাড়টা অসমতল বা উঁচু-নিচু হয়ে আছে।,Urgent,Seek medical care within 24–48 hours
গোড়ালিতে ব্যথার কারণে সকালে ঘুম থেকে উঠে প্রথম কয়েক কদম একদম হাঁটা যায় না।,Urgent,Seek medical care within 24–48 hours
পায়ের হাড় ভেঙে গেলে প্লাস্টার করার পর পায়ের আঙুল নীল হয়ে গেছে আর খুব ব্যথা।,Emergency,Immediately go to emergency department or call ambulance
হাঁটুর হাড়ের ক্ষয় বা অস্টিওআর্থ্রাইটিস কমানোর সাধারণ খাবার ও ব্যায়াম সম্পর্কে জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
