Text,Categories,Action Needed
?????? ????? ?????? ???? ???? ?????? ?? ???????? ????? ????? ??? ?????,Urgent,Seek medical care within 24–48 hours
???????? ??? ??? ????? ?? ???? ????? ?? ??? ????? ???? ??? ???,Routine,Schedule a regular medical consultation
????????? ???? ???? ??????? ????? ????? ??? ?? ??????? ????? ?????? ??? ???,Urgent,Seek medical care within 24–48 hours
?????? ????????????? ?????? ??? ?? ????? ?? ?????? ???????? ?????? ????? ????????,General Query,"No immediate action required, informational response sufficient"
??????? ?? ??????? ???? ????????????? ?? ??? ????? ?? ??????? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????????? ???? ?????? ??????? ??? ?????? ?? ??????? ?? ??????? ????? ???,Routine,Schedule a regular medical consultation
?????? ??? ????? ??? ?? ??? ????? ?????? ??? ??? ??? ????,Urgent,Seek medical care within 24–48 hours
?????????? ???? ???? ????? ?? ??????? ??? ??? ???? ???? ?? ???????? ?????,Emergency,Immediately go to emergency department or call ambulance
?????????? ?? ????? ???? ?????? ????? ?????? ???????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
??????? ?????? ??? ??????? ????? ???? ?? ???? ????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????????? ???? ???? ????? ????? ?? ???? ??? ??? ??? ?? ???? ???? ???,Urgent,Seek medical care within 24–48 hours
?????? ????? ????? ?????? ?? ????????? ?????? ????? ??? ????,Routine,Schedule a regular medical consultation
????????? ?????? ?? ?? ????? ????????? ?????? ?????? ? ??????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
??????????? ????? ??? ???? ????? ????? ????????? ??? ??? ?????,Routine,Schedule a regular medical consultation
??????????? ????? ???? ??????? ??? ???????? ????? ???????? ?????? ???? ????,Urgent,Seek medical care within 24–48 hours
????????? ??? ???? ???? ???????? ?? ????? ???? ??????? ????? ???????,Routine,Schedule a regular medical consultation
?????? ???? ??????? ??? ??? ??? ???? ????? ?? ??????? ???????,Routine,Schedule a regular medical consultation
??????????? ????? ?? ??? ???? ??? ?????? ??? ?? ?? ??? ???????? ?????,Urgent,Seek medical care within 24–48 hours
??????????? ????????? ?????????? ?????? ???? ??? ??????? ???????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ???? ???? ????????? ?? ????? ??? ??? ???? ??? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ????????? ?? ??????????? ???? ???? ??? ??? ???? ???????? ????????? ????? ????,General Query,"No immediate action required, informational response sufficient"
????????? ????? ???? ????? ???? ???? ??? ??? ?????? ??? ???,Routine,Schedule a regular medical consultation
??????????? ???? ????? ???? ??????? ????? ??? ?? ???? ???? ????? ????,Routine,Schedule a regular medical consultation
?????? ????? ???? ???? ???? ???? ??? ????? ?? ????? ????? ?????,Urgent,Seek medical care within 24–48 hours
????????? ???????????? ???? ?? ????? ???? ???? ?? ????? ??????? ??? ??????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ???? ??????? ?????? ???? ???? ????????-???????? ????????? ?????? ???????,Emergency,Immediately go to emergency department or call ambulance
???????? ????? ????? ???? ????? ???? ????? ??? ???? ???????? ???????? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ??????? ????????? ???? ??????? ????? ?? ?? ????????? ??? ??? ???? ???? ????,Routine,Schedule a regular medical consultation
????? ??? ?????? ?? ???? ???? ?????? ??? ??? ??? ?? ???? ?????? ????? ???,Emergency,Immediately go to emergency department or call ambulance
?? ?? ?? ?? (PLID) ?? ?????????? ??? ??? ?????? ?????? ????? ? ??????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ???? ???? ????? ????? ????????? ???? ??? ??? ????? ???? ??????? ???? ???????,Urgent,Seek medical care within 24–48 hours
????? ?????????? ????? ??? ???? ???? ????? ?? ???? ????? ?? ????? ??? ????? ?????,Urgent,Seek medical care within 24–48 hours
???? ?????? ???? ?? ???? ????? ??????? ?? ????? ???? ?????? ?????????? ????????,General Query,"No immediate action required, informational response sufficient"
???? ??? ????? ??? ?? ??? ???? ??? ??????? ????? ???? ????? ?? ???? ??????? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
?????????? ????? ???? ?????????? ??? ?? ??? ?? ?????? ????? ??? ??? ????,Routine,Schedule a regular medical consultation
?????? ?????? ??????? ??????? ????? ?? ?????? ?????? ??? ??? ????? ?? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???????? ??? ??? ???? ????? ?? ??? ????? ??? ?????? ????? ???? ????????,Urgent,Seek medical care within 24–48 hours
???????????? ???? ??? ?? ???? ????? ??? ?? ????? ?????? ???? ? ??????? ????,General Query,"No immediate action required, informational response sufficient"
???? ????????? ???? ???? ?????? ?? ???? ????? ???? ??? ???? ????? ?? ???? ??? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
"?????? ??? ??????? ?????????? ????? ???? ???? ??? ??? ??? ??, ?????? ???? ???? ???",Urgent,Seek medical care within 24–48 hours
????? ?????? ??? ????? ???????? ???????? ?????? ????? ???????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
???? ???? ?? ??????? ??? ??? ???? ?? ??? ????? ???? ???? ????? ?????? ???,Urgent,Seek medical care within 24–48 hours
?????????? ?????? (MRI) ???? ???? ??? ??? ??? ??? ?? ?? ???????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
???? ??? ????? ??????? ???? ?????? ????? ???? ????? ?? ??????? ????????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ??? ???? ??????? ???? ????????? ???? ????? ????? ?? ?? ???? ????? ????,Routine,Schedule a regular medical consultation
?????????? ????? ???? ?? ?????????? ????? ?????? ????? ? ???????? ???????? ???? ????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ???? ??????? ????? ??? ?? ????? ???? ???? ???? ????,Urgent,Seek medical care within 24–48 hours
????? ??? ???? ???? ????? ???? ?? ???????? ???? ???? ???? ????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ?????? ????? ??????? ??? ?? ?????? ???? ?? ????? ?????? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
?????????? ????? ??? ?? ???????? (Tailbone) ? ???? ??? ????? ???? ?? ??????? ????,Routine,Schedule a regular medical consultation
"????? ??????? ???? ?????????? ??? ?? ??? ??????? ????? ???, ????? ??? ?????????? ?????",Routine,Schedule a regular medical consultation
???? ?????? ???? ????????? ??? ?????????? ?? ????????????? ???????? ????? ?? ???????,Urgent,Seek medical care within 24–48 hours
???????????? ?? ????? ???? ??? ?????????? ???? ??? ????? ????? ???????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ??? ?? ??? ?????? ???? ???? ??? ????? ????? ?? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ???? ??? ???????? ??? ????? ?? ??? ???? ????? ???? ????,Routine,Schedule a regular medical consultation
?????????? ?????? ???? ??????????? ?????? ???? ???? ??? ??? ???????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
????? ??? ?????? ?? ???? ????? ???? ?? ???????? ?? ????? ???? ????? ????? ???,Urgent,Seek medical care within 24–48 hours
????? ????? ????????? ??? ?????? ?? ???? ??? ????? ???? ?????,Routine,Schedule a regular medical consultation
???? ??? ???? ?? ????? ??????? ??? ?????? ?? ??? ?????? ????? ????????? ???? ???,Urgent,Seek medical care within 24–48 hours
??????? ?? ??? ????? ??????????? ??????? ???? ?????? ???? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ??????? ??????? ??? ???? ????? ?? ??????? ???? ???? ???? ???? ?????,Urgent,Seek medical care within 24–48 hours
???? ????? ???????? ??? ???? ??? ???? ?? ??????? ????? ???? ????? ???,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ??????? ????????? ???? ???? ?? ?????? ???? ????? ????,Routine,Schedule a regular medical consultation
?????????? ??????? ?? ??? ????? (Pott's disease) ?? ????? ???????? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
????? ??????? ????? ???? ????? ???? ??? ????? ?? ??????? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
?????? ???? ???? ?? ????? ????? ?? ??? ??? ???? ??? ?? ??? ???? ??????,Urgent,Seek medical care within 24–48 hours
???????? ??? ????? ??? ?????? ????? ?? ???????? ?????????? ????? ???? ????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ??????? ???? ????????? ??? ????? ???? ???? ?? ??????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ??? ???? ???????? ??? ????? ?? ?? ?????? ?? ??? ?????? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ???? ???? ??????? ?? ?? ???? ???? ?? ??????? ???? ????,Routine,Schedule a regular medical consultation
???? ?????? ???? ?? ?????? ???? ???? ?????? ?? ????? ?????? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
?????????? ??? ??? ???? ??? ?? ??????? ???? ??????? ???? ??? ???????,Urgent,Seek medical care within 24–48 hours
???? ??? ??? ??? ??? ???? ???? ?????? ??? ???? ?? ??? ???? ????? ???,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ????? ????? ???? ??? ?????? ?? ?? ???? ???? ????? ????,Routine,Schedule a regular medical consultation
????????? ??????? ?? ???????? ?????? ????? ? ?????? ???????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
"?????? ??? ?? ??? ???? ??? ????? ???? ???? ?? ??? ???? ?????? ????? ??, ??????? ??????",Emergency,Immediately go to emergency department or call ambulance
????? ?? ????? ????? ???? ??? ?????? ?? ??????? ??????? ?????????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
"?????? ????????? ?????? ??? ?? ???? ????? ???? ????? ?????? ??, ????? ??? ???? ?????",Urgent,Seek medical care within 24–48 hours
"????? ???? ???????? ???? ?? ????????? ??? ??????, ??? ???? ????? ????? ?? ?? ????? ????",Routine,Schedule a regular medical consultation
?????? ??????? ???? ?????? ?? ???? ???????? ???? ??? ??? ???? ?? ?????? ????? ???,Emergency,Immediately go to emergency department or call ambulance
?????? ?????????? ????? ???? ?? ??? ???? ????? ????? ?????? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ??? ???? ???? ??? ??????? ???? ??? ???? ?? ??????? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ??? ??? ????? ????? ?? ????? ???? ???? ?????? ????? ??? ???,Routine,Schedule a regular medical consultation
???? ?? ????? ???? ???? ?????? ??????? ????? ?? ???? ???? ?????? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
??????? ??????? ?? ???? ??? ?????? ????? ??? ?? ?????? ??????????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
"?????? ?? ??? ??? ?????? ?? ????? ???? ??? ???? ?????, ??? ????? ???????? ?????? ???",Emergency,Immediately go to emergency department or call ambulance
??????? ????? ??????? ????????? ???? ???? ?? ?? ???? ???? ????? ?????? ??? ????? ?????,Routine,Schedule a regular medical consultation
????? ????? ?????? ???????? ??? ??? ????? ?? ??????? ????? ?? ???????,Urgent,Seek medical care within 24–48 hours
??????? ????? ???????? ??? ?? ?????? ??????? ?????? ???????? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
???? ??? ??? ???? ?? ???? ???? ???? ??? ??????? ????? ????? ?? ??????? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ???????? ????? ??? ???? ???? ???? ??? ???? ?? ?????? ???? ??? ????? ?????,Urgent,Seek medical care within 24–48 hours
????? ????? ????? ??? ?????? ?? ??????? ??? ????? ??? ??? ??? ????,Routine,Schedule a regular medical consultation
????? ???? ?? ??????? ?????? ???? ?? ???? ????? ????????? ?? ????? ??????? ??? ??????,General Query,"No immediate action required, informational response sufficient"
????? ???? ???? ??????? ???? ???? ????? ??? ???? ?? ?????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ???? ???? ?????? ????? ??? ?????? ?? ?? ????? ??? ?????? ????? ????,Routine,Schedule a regular medical consultation
????? ???? ???? ???? ??? ???? ???? ??? ?? ??????? ?????? ?????? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ??????? ?????? ?? ????? ???? ???????? ?? ????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
"???? ???? ???? ??????? ??? ???? ??? ??? ???? ???, ??? ????? ???? ????? ????",Urgent,Seek medical care within 24–48 hours
?????? ??????? ???? ??????? ??? ????? ?? ????? ?????? ???? ????? ???????,Routine,Schedule a regular medical consultation
???? ???? ??????? ???? ???? ???????? ?? ???? ??? ???? ??? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ???? ???? ???? ????????? ???????? ??????? ???? ???? ???? ????? ???????,General Query,"No immediate action required, informational response sufficient"
?????? ??? ??? ???? ??? ????? ?? ?????? ?????????? ????? ??? ????,Urgent,Seek medical care within 24–48 hours
????? ???? ????? ??? ??? ???? ?? ????????? ????????? ????? ??? ??????? ???,Routine,Schedule a regular medical consultation
????? ?????? ???? ?????? ?? ???? ???? ????? ?? ??????? ????? ?????? ???????,Emergency,Immediately go to emergency department or call ambulance
"?????? ??? ?? ???????? ???? ??? ??????? ??? ??? ??????, ??? ????? ????? ??? ?????",General Query,"No immediate action required, informational response sufficient"
????? ?????? ??????? ????? ??? ?? ???? ??? ???? ?? ???? ???? ????,Routine,Schedule a regular medical consultation
"?????? ?????? ???? ?? ????? ??? ???? ??? ??????, ??? ??? ?? ?? ????? ????",Routine,Schedule a regular medical consultation
????? ?????? ???? ????????? ???? ?? ????? ???? ???? ??? ???? ?? ??????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ??????? ????? ?? ????? ?????? ?????? ???? ???? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
??????? ?????? ???? ????? ??? ????? ?? ??? ?????? ?? ????????? ???? ???? ??? ???,Urgent,Seek medical care within 24–48 hours
?????? ???? ????? ??? ???? ??? ?? ???? ?? ????????? ???? ???? ????,Routine,Schedule a regular medical consultation
???? ??? ??? ??? ???? ??? ??? ???? ?? ??? ???? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ??????? ?? ??????? ??? ?? ?? ??????? ?????? ???? ???? ????? ???? ????,General Query,"No immediate action required, informational response sufficient"
?????? ??????? ???? ??? ???? ?? ??? ??? ?????? ??? ??? ?????? ?????? ??? ????,Urgent,Seek medical care within 24–48 hours
????? ????? ??? ??? ???? ??? ?? ????? ????? ?? ????-???? ??? ????,Urgent,Seek medical care within 24–48 hours
????? ?????? ?????? ??????? ?????? ?? ?????? ?????????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
?? ????? ??? ?????? ??? ?? ??????????? ??????? ??? ??????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ???? ???? ????????? ??? ??? ??? ????? ??? ??????? ?? ?? ??? ???????????,Routine,Schedule a regular medical consultation
??????? ?????? ????? ??? ???? ???? ??? ??? ?? ??? ???? ???? ???? ??? ?????,Urgent,Seek medical care within 24–48 hours
???? ????? ???? ???? ???????? ??????? ?????? ????? ???????? ?????? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ??? ???? ???? ???? ??? ??? ???? ???? ?? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ???? ???? ??? ?? ?????? ??? ????? ?? ????? ?? ??????????,Urgent,Seek medical care within 24–48 hours
????? ?????? ??? ??? ????????? ??????? ?? ????? ??? ?????????? ????,Routine,Schedule a regular medical consultation
"?????? ?? ???? ???? ??? ????? ?????? ???? ???? ??????, ??? ????? ??????",Urgent,Seek medical care within 24–48 hours
????? ??? ???? ???? ????????? ???? ??????? ????????? ???????? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ??????? ????????? ???? ??? ????? ?? ?????? ??? ??????? ????? ???????,Urgent,Seek medical care within 24–48 hours
?????? ?????? ???? ??? ???????? ?????? ????? ?? ?????? ???? ????? ???? ???? ??? ????,Emergency,Immediately go to emergency department or call ambulance
????? ???? ??? ???? ???? ???? ?????? ?? ?????? ??????? ???? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
???? ????? ??? ???? ?? ???? ????? ?????? ???????? ???? ??????? ????? ????? ?????,Routine,Schedule a regular medical consultation
"????? ???? ???? ???? ??? ???? ?? ???? ???? ?? ??????? ????? ?????? ??, ??? ??? ???????",Emergency,Immediately go to emergency department or call ambulance
??????? ????? ???? ?? ????????????????? ??? ?? ????? ????????? ????? ??? ?????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ??? ??? ???? ??? ???? ?????? ?? ??? ????? ?????? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ??? ???? ?????? ?? ?????? ??? ???? ??? ????? ???? ???? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ????? ???? ??? ????? ?? ????? ??? ??? ???? ???? ??? ????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ??? ???? ??? ?? ?????? ??????? ????? ??? ??? ?????? ?? ???? ??????,Urgent,Seek medical care within 24–48 hours
????? ???????? ???? ??? ???? ???????? ??? ???? ??? ???? ?? ??? ??????????,Urgent,Seek medical care within 24–48 hours
????????? ??????? ????? ?????? ?????????? ?????? ?????? ???????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
??????? ??? ?? ???? ??? ???? ?? ??? ???? ????? ???? ?? ?????? ???? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ???? ?? ???? ???? ??? ???? ??? ??? ?? ??????? ???? ??? ?????,Routine,Schedule a regular medical consultation
?????? ?????? ??? ????? ???? ?????? ?? ???? ??? ???? ???? ??? ???? ???????,Routine,Schedule a regular medical consultation
???? ???? ??????? ?????? ?? ??? ??????? ???? ??? ???? ?? ??? ??? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ???? ?? ?????????? ????? ???? ????? ???? ??? ??? ????? ?????,Routine,Schedule a regular medical consultation
"????? ???? ???? ????? ?????? ??, ????? ?? ????? ???? ???? ????? ??? ???? ??? ????",Urgent,Seek medical care within 24–48 hours
?????? ????? ????? ??? ??? ???? ????? ?? ?????? ???? ???? ???? ????? ????,Routine,Schedule a regular medical consultation
????? ?????? ???? ??????? ???????? ??? ????? ??? ???? ?? ????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ???? ??? ?? ?????? ?????? ????? ?????? ??? ????? ??? ?????,Urgent,Seek medical care within 24–48 hours
????? ??????? ???? ??? ??? ?? ??? ??? ?? ????? ?? ???????? ???????? ?????????,Routine,Schedule a regular medical consultation
???? ????????? ???? ?? ???????? ??? ??? ???? ?? ??????? ?????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
?????? ??????? ???????? ??????? ?????? ???????? ??? ?????????????????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ????????? ????? ?? ????? ?????? ??? ??????? ???? ?? ?????? ??????,General Query,"No immediate action required, informational response sufficient"
"?????? ??? ???? ????????? ???? ??? ?? ?????? ???? ?????? ????? ???, ??? ??? ???",Urgent,Seek medical care within 24–48 hours
??????? ?????? ???? ??? ???? ????????? ???? ??? ?????? ??? ?? ???? ??????? ????,Routine,Schedule a regular medical consultation
"????? ?????? ????? ???? ??????? ??? ???? ?? ???????? ??, ??? ?????? ???? ????",General Query,"No immediate action required, informational response sufficient"
?????? ??? ?????? ?? ???? ??? ?? ????? ??? ??? ????? ??? ???? ?? ?????? ????????,Emergency,Immediately go to emergency department or call ambulance
"????? ???? ???? ??? ???? ???? ???? ??? ??? ?? ???? ????? ???, ??? ?? ????????",General Query,"No immediate action required, informational response sufficient"
?????? ?????? ??? ???? ??? ???? ?? ???? ?????? ???? ???? ???? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ???? ???????? ?? ??????? ?????? ??? ?????? ?? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ????? ??? ???? ??? ???? ??? ???? ?? ????? ????? ??? ????? ?????,Routine,Schedule a regular medical consultation
????? ?????? ?????? ???? ?? ??????? ?? ??????? ????????? ????? ???????? ??? ??????,General Query,"No immediate action required, informational response sufficient"
?????? ??????? ??? ??? ??? ?? ???? ??? ?? ?????? ??????? ?????? ????? ???? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ??? ?? ?????? ???? ????? ?? ????? ???? ???? ????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ?????? ???? ??? ????? ????? ??????? ??? ??????????? ???? ?????? ?????,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ???? ????? ??????? ??? ???? ?????? ?? ?? ????? ???? ???? ????,Routine,Schedule a regular medical consultation
?????? ?????????? ???? ??? ??? ??? ?? ??????? ?????? ????? ??????? ?????,Urgent,Seek medical care within 24–48 hours
???? ???? ?????? ?? ????????? ????? ????? ???? ???? ?? ????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
"???? ???? ???? ?? ???? ???? ?? ???? ?????? ?????? ??, ??? ?????? ?????? ???",Emergency,Immediately go to emergency department or call ambulance
????? ????? ???????? ????????? ??? ???? ?????? ???? ?? ??? ???????? ???? ????,Routine,Schedule a regular medical consultation
?????? ?? ???? ???? ?????? ???? ???? ??? ??? ??? ???? ?? ??? ????? ?????,Urgent,Seek medical care within 24–48 hours
"?????? ?????? ????? ???? ?????? ????? ??, ????? ?????? ????? ???? ????",Urgent,Seek medical care within 24–48 hours
?????? ????? ??????????? ???????? ?????????? ?? ?? ??? ???? ??? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ??? ??? ??? ????? ???? ?????? ?? ????? ???? ?? ??? ???? ????? ?????,Routine,Schedule a regular medical consultation
?????? ????? ??? ??? ???? ???? ???? ???? ??? ???? ?? ???? ???? ????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ??? ???? ?? ????? ?? ?????? ??? ???? ??? ???? ?? ?????? ??? ?????,Urgent,Seek medical care within 24–48 hours
??????? ?????? ???? ?? ???? ??? ?? ????? ??? ????? ??? ??????? ???? ????,General Query,"No immediate action required, informational response sufficient"
"???? ??? ????? ???? ??? ??? ???? ?????, ????????? ??? ???? ???? ????? ???",Emergency,Immediately go to emergency department or call ambulance
"?????? ??? ?? ??? ???? ??? ????? ???? ???? ?? ?? ???? ???? ???? ????? ??, ??????? ??????",Emergency,Immediately go to emergency department or call ambulance
????? ?? ????? ????? ???? ??? ?????? ?? ??????? ??????? ?????????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ????? ????? ??????? ??? ?????? ?? ??????? ??? ??? ???? ???? ??? ?????,Urgent,Seek medical care within 24–48 hours
???? ??? ???? ???? ????? ???? ?? ?? ???? ??? ??? ???? ?? ?????? ???? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ?? ?????????? ??? ???? ????????? ??? ???? ??? ????? ???? ???? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
"????? ????? ???????? ?????? ??? ?? ????? ????? ???? ????? ?????? ??, ????? ??? ???? ?????",Urgent,Seek medical care within 24–48 hours
???????? ???? ??? ???? ????? ????? ?? ?????? ????? ???? ?????? ??? ????? ??? ?????,Routine,Schedule a regular medical consultation
????? ???? ???? ???? ??? ???? ???? ??? ?? ??????? ?????? ?? ?????? ????? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ??? ????? ??? ?? ????? ???? ??????? ???? ??? ??? ???? ?? ??? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ?? ??????? ?????????? ??? ???????? ???????? ?????? ???????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
"????? ???? ???? ???? ??? ???? ?? ???? ???? ?? ??????? ????? ?????? ??, ?? ??? ???????",Emergency,Immediately go to emergency department or call ambulance
?????? ??????? ????????? ???? ???? ?? ?? ????? ???? ???? ?????? ??? ????? ?????,Routine,Schedule a regular medical consultation
????? ?????? ??????? ???? ???? ??? ??? ?????? ?? ????? ???? ??? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
????????? ???? ?? ????? ??? ???? ???? ????? ?????????? ?????? ??????? ?????? ???????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ??????? ???? ???????? ?? ???? ?? ???? ??? ??? ???? ?? ??? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ???????? ????? ??? ???? ???? ???? ??? ???? ?? ?? ????? ??? ???? ???,Urgent,Seek medical care within 24–48 hours
??????? ????? ???? ????? ??? ???? ?? ???? ???? ????? ???? ???? ??? ???,Routine,Schedule a regular medical consultation
?????? ????? (ACL) ?????? ??? ?? ??????? ??????? ??????????? ???????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ???? ???? ??????? ???? ???? ????? ??? ???? ?? ?????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ????? ???? ?????? ????? ??? ?????? ?? ?? ????? ??? ?????? ???? ????? ????,Routine,Schedule a regular medical consultation
????? ????? ???? ???? ???? ??? ?? ?? ????? ?? ??? ??? ???? ??? ?????? (????????? ???)?,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ???? ????????? ????? ????? ???? ???? ?? ????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
"????? ???? ????? ???? ??????? ?? ???? ??? ??? ???? ???, ??? ????? ???? ????? ????",Urgent,Seek medical care within 24–48 hours
???? ?????????? (??????) ???? ???? ?? ???? ???? ?? ?? ?? ???? ????? ??? ????,Urgent,Seek medical care within 24–48 hours
???? ???? ?????? ???? ???? ???? ???? ?? ??????? ??? ??? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ?? ????? ??? ?????? ??? ?? ??????????? ??????? ??? ??????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ?????? ??? ????? ???? ?????? ?? ???? ??? ???? ???? ??? ???? ???????,Routine,Schedule a regular medical consultation
?????? ?????? ???? ?? ???? ????? ???? ?? ????? ??????? ??? ?????? ?????? ??????? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ?????? ??????? ?????? ?? ???????? ?????????? ????? ???? ?? ??? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ???? ????? ??? ??? ??? ???? ?? ????????? ????????? ????? ??? ??????? ???,Routine,Schedule a regular medical consultation
???? ?????? ???????? ??????? ????? ??? ?? ????????? ??????? ????? ???? ???? ????,Routine,Schedule a regular medical consultation
????? ????? ??? ??? ????????? ??????? ?? ????? ??? ?????????? ??? ?? ?? ??? ???,Routine,Schedule a regular medical consultation
???? ??? ??? ?? ???? ??? ??? ???? ?? ????????-???????? ????????? ?????? ???????,Emergency,Immediately go to emergency department or call ambulance
????? ??????? ????? ?? ????? ???? ?????? ?????? ???? ???? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ????? ????? ??? ??? ???? ??? ?? ????? ????? ?? ????-???? ??? ????,Urgent,Seek medical care within 24–48 hours
???????? ?????? ????? ????? ??? ???? ??? ????? ???? ??? ???? ????? ??? ???,Urgent,Seek medical care within 24–48 hours
????? ??? ???? ???? ????????? ???? ?? ????? ???? ??? ??? ???? ?? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ????? ?? ????????????????? ?????? ?????? ????? ? ??????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ?? ??? ???? ??? ???? ?? ???? ?????? ???? ???? ???? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ????? ???? ???? ???? ??? ??? ??? ???? ?? ?? ?????? ?????? ???,Urgent,Seek medical care within 24–48 hours
????? ???? ??? ??? ??? ????? ???? ???? ??? ???? ?? ??????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
